운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
42,48,UChvTqi62fYg7i0PFBSEGh5A,정아선,,커버기타,29300.0,54.1,0.0946226290076554,0.7055058015802254,0.4097462203023757,0.7909319331519108,0.9503239740820736,0.4203721168874098,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.706, 채널력=0.410, 성장성=0.791, 팬밀도=0.950, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 2단계 하락 / 최종점수 -0.002 / 성장성 +0.000 / shortlist 신규 선정
43,49,UC_f4u9MjD2lWX6plu92AVtg,힐리아,음악·보이스형,커버,93100.0,61222.3,0.0561375030385897,0.7053709123262378,0.8668736501079913,0.498203786556753,0.8277537796976242,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.705, 채널력=0.867, 성장성=0.498, 팬밀도=0.828, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 하락 / 최종점수 -0.001 / 성장성 +0.001 / shortlist 신규 선정
44,50,UCCpevjShz4VagGJRUKan_aQ,김가비 GABI,음악·보이스형,커버,6120.0,8191.4,0.0809606279089081,0.7047055214094072,0.6814389848812095,0.5617667224215129,0.9292656587473002,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.705, 채널력=0.681, 성장성=0.562, 팬밀도=0.929, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 상승 / 최종점수 +0.000 / 성장성 +0.001 / shortlist 신규 선정
45,51,UCfTczWpcDVfzT40hZ6kITGw,코코잡덕집사,게임 실황형,롤,1570.0,272.8,0.1459240276210943,0.7041674402464121,0.3989065874730021,0.7368640567437379,0.9865010799136068,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.704, 채널력=0.399, 성장성=0.737, 팬밀도=0.987, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 상승 / 최종점수 +0.000 / 성장성 +0.000 / shortlist 신규 선정
46,52,UCNKFX8Kwk0LgX8VqyWFqF3Q,미르 MIR,게임 실황형,롤,38000.0,11458.3,0.0579829991546745,0.7039397637906443,0.6907937365010799,0.6221075063039009,0.8396328293736501,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.704, 채널력=0.691, 성장성=0.622, 팬밀도=0.840, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 3단계 상승 / 최종점수 +0.001 / 성장성 +0.000 / shortlist 신규 선정
47,53,UC0AQtGtkfd0jOIcJ_gZKGjg,김유잼 Kim Yu Jaem,음악·보이스형,성우더빙,18100.0,7619.2,0.038386894372904,0.7038791298828018,0.6364470842332614,0.5386032579688176,0.6819654427645788,0.886796411413387,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.704, 채널력=0.636, 성장성=0.539, 팬밀도=0.682, 라이브=0.887, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 4단계 하락 / 최종점수 -0.001 / 성장성 -0.000 / shortlist 신규 선정
48,54,UCHexpJz2t4ZOP8leiHktJSQ,IRO(아이로),,기타 연주,12900.0,3007.3,0.0704438314383223,0.7036680338770562,0.6143088552915766,0.3980384610813535,0.8984881209503239,0.9175222000070604,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.704, 채널력=0.614, 성장성=0.398, 팬밀도=0.898, 라이브=0.918, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 2단계 상승 / 최종점수 +0.001 / 성장성 +0.000 / shortlist 신규 선정
49,55,UCdGOhFcKgCxXf1kKsJBfFpA,선순환시대 인문학 힐링타운 방송,음악·보이스형,ASMR보이스,3350.0,308.6,0.1722177416026403,0.7032283474697146,0.3544546436285097,0.5390621951864827,0.9897408207343412,0.8437862043844815,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.703, 채널력=0.354, 성장성=0.539, 팬밀도=0.990, 라이브=0.844, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 하락 / 최종점수 -0.000 / 성장성 +0.000 / shortlist 신규 선정
50,57,UCV9JerG8vhy1GZZoWBi84rg,와이랩 아카데미,창작·비주얼형,일러스트리깅,17900.0,8779.8,0.0965990725301335,0.7020297850329634,0.5337203023758099,0.5140835533202054,0.9546436285097192,0.738474168723263,0.99104,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.702, 채널력=0.534, 성장성=0.514, 팬밀도=0.955, 라이브=0.738, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 6단계 상승 / 최종점수 +0.002 / 성장성 -0.000 / shortlist 신규 선정
51,58,UCJiYZT8QrPKpsV8VqhL5lmQ,로버찌의 게임튜브,음악·보이스형,성우더빙,12100.0,35311.8,0.0504485564201781,0.7016678492335428,0.6553860691144708,0.6825420061501059,0.7877969762419006,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.702, 채널력=0.655, 성장성=0.683, 팬밀도=0.788, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 6단계 하락 / 최종점수 -0.003 / 성장성 +0.000 / shortlist 신규 선정
52,59,UCkmb3uZxHAx10m7QR8XJSpQ,하시요 HaSiyo,,게임기타,17200.0,89709.4,0.0299737128743581,0.7007280869209488,0.8474082073434125,0.5773441563295947,0.5458963282937365,0.738474168723263,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권,상위 세그먼트 불명확,"최종=0.701, 채널력=0.847, 성장성=0.577, 팬밀도=0.546, 라이브=0.738, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 1단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
53,61,UCRWgm-fW_02svpuH3wZjDXg,유니의그긴거,음악·보이스형,성우더빙,3220.0,31312.8,0.0550836383745952,0.6992620981411389,0.7665496760259181,0.5615763492866144,0.8196544276457883,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.699, 채널력=0.767, 성장성=0.562, 팬밀도=0.820, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 18단계 하락 / 최종점수 -0.012 / 성장성 +0.000 / shortlist 신규 선정
54,62,UCxhu_SyqGjbd2dL6y_l5dIQ,왕클세종,버츄얼 퍼포먼스형,버튜버,660000.0,153392.6,0.0258177464892716,0.6990081388222599,0.854157667386609,0.6296628143850334,0.4649028077753779,0.7700616417254227,0.9,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.699, 채널력=0.854, 성장성=0.630, 팬밀도=0.465, 라이브=0.770, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 5단계 상승 / 최종점수 +0.002 / 성장성 +0.001 / shortlist 신규 선정
55,63,UCptlCVZcQYIxyNqgEltVfbw,블릿 Bullet,,서브컬쳐게임,27700.0,9390.3,0.0297003685196064,0.69797352318196,0.6667386609071275,0.6070786690881494,0.5377969762419006,0.9414670377632792,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.698, 채널력=0.667, 성장성=0.607, 팬밀도=0.538, 라이브=0.941, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 1단계 상승 / 최종점수 -0.002 / 성장성 +0.001 / shortlist 신규 선정
56,64,UCt_LORDeiBvQKN8EerXbNww,오니차니,음악·보이스형,보컬로이드JPOP커버,6330.0,85.5,0.1219760616957413,0.6967640878918094,0.3623920086393088,0.7492955814260809,0.9735421166306696,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.697, 채널력=0.362, 성장성=0.749, 팬밀도=0.974, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1409단계 상승 / 최종점수 +0.215 / 성장성 +0.000 / 버킷 변경: 보류 → 즉시검토 / shortlist 신규 선정
57,65,UCqPZn9vOHesJYA5bJBXU4hg,현도현 원신,,서브컬쳐게임,1550.0,512.1,0.0487203332909239,0.6962542340203366,0.3256479481641467,0.7284771118385999,0.775377969762419,0.8552089384112274,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.696, 채널력=0.326, 성장성=0.728, 팬밀도=0.775, 라이브=0.855, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",최종점수 -0.002 / 성장성 -0.002 / shortlist 신규 선정
58,66,UCcfBNuUp4NBgGszA_h7kzRQ,유빈,음악·보이스형,ASMR보이스,16800.0,1828.9,0.0672587681082963,0.6960262985046256,0.5200593952483801,0.4142391316958519,0.8849892008639308,0.9395243365671906,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.696, 채널력=0.520, 성장성=0.414, 팬밀도=0.885, 라이브=0.940, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 3단계 상승 / 최종점수 +0.000 / 성장성 +0.000 / shortlist 신규 선정
59,68,UCNU8VMjVkYK9INB_rMy0nyg,나기농의 하루나기,버츄얼 퍼포먼스형,버튜버,2600.0,123.7,0.1389159900870135,0.6953280981323036,0.3273488120950323,0.4855007248318653,0.984341252699784,0.938773872830144,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.695, 채널력=0.327, 성장성=0.486, 팬밀도=0.984, 라이브=0.939, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 3단계 상승 / 최종점수 +0.000 / 성장성 -0.000 / shortlist 신규 선정
60,69,UCRsaWGh4p0WgazHjzymWbDw,병우쌤의 다락방 BW's Darakbang,,서브컬쳐게임,31100.0,6785.1,0.0547477527779131,0.6950216688990791,0.6412526997840173,0.6763808421971843,0.8169546436285097,0.4203721168874098,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.695, 채널력=0.641, 성장성=0.676, 팬밀도=0.817, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 10단계 하락 / 최종점수 -0.006 / 성장성 +0.001 / shortlist 신규 선정
61,70,UCNHV3_QQE3IICiLGK6P31Fw,내 안에 머물러라,음악·보이스형,애니송커버,95800.0,5698.6,0.1901309944299218,0.694646096075595,0.6435475161987041,0.505974614047901,0.99244060475162,0.4203721168874098,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.695, 채널력=0.644, 성장성=0.506, 팬밀도=0.992, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 4단계 하락 / 최종점수 -0.003 / 성장성 +0.000 / shortlist 신규 선정
62,71,UC3kYy4y56E1A1VmkmfftBUw,흑우수달,,서브컬쳐게임,34900.0,4701.3,0.1356816614381272,0.6938151524056022,0.6143628509719222,0.5625300466365567,0.9832613390928726,0.4203721168874098,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.694, 채널력=0.614, 성장성=0.563, 팬밀도=0.983, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 35단계 하락 / 최종점수 -0.019 / 성장성 +0.000 / shortlist 신규 선정
63,72,UC6PYFhIvrcpapUhOS9C30tw,주디타임 Judy Time,창작·비주얼형,코스프레,3630.0,1190.2,0.0631155051134227,0.6931625269978402,0.422975161987041,0.5,0.8628509719222462,0.9352051835853132,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.693, 채널력=0.423, 성장성=0.500, 팬밀도=0.863, 라이브=0.935, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",최종점수 +0.000 / shortlist 신규 선정
64,73,UC3aOl8L_1GM_AWamzEaqdEw,매운 플리,,커버기타,25600.0,27959.8,0.078869975742897,0.6910397426738584,0.8177645788336932,0.4398941726331828,0.9233261339092872,0.4203721168874098,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.691, 채널력=0.818, 성장성=0.440, 팬밀도=0.923, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",최종점수 -0.000 / 성장성 +0.001 / shortlist 신규 선정
65,74,UCbGVj7UvFM1uRU6nB4Vs9Rw,인디 노래 부르는 사람,,커버기타,3540.0,5298.0,0.0774850587301413,0.6906751619895967,0.5403077753779697,0.4904245771625472,0.91792656587473,0.738474168723263,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.691, 채널력=0.540, 성장성=0.490, 팬밀도=0.918, 라이브=0.738, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",최종점수 -0.000 / 성장성 +0.001 / shortlist 신규 선정
66,75,UCTM6nJ6EJ0ay2E3p6dXcb9A,플사모:플덕플덕 plave fangirl,창작·비주얼형,코스프레,1090.0,4125.6,0.1324486268045291,0.6895462376153342,0.4500269978401727,0.7411548480258342,0.9816414686825052,0.4203721168874098,0.8,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.690, 채널력=0.450, 성장성=0.741, 팬밀도=0.982, 라이브=0.420, 실전성=0.800, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 2단계 상승 / 최종점수 +0.000 / 성장성 +0.001 / shortlist 신규 선정
67,76,UCETfz_5ER_pscDD5QdfJ0zA,김시원,,음악기타,17900.0,16635.7,0.0744487699328616,0.6890800692503327,0.7916441684665227,0.4644490646796776,0.9092872570194384,0.4203721168874098,0.99272,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.689, 채널력=0.792, 성장성=0.464, 팬밀도=0.909, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 1단계 하락 / 최종점수 -0.001 / 성장성 -0.000 / shortlist 신규 선정
68,77,UCRvnG9wMIiCBYGxaXLUIrQg,토꽁 ToKkong,버츄얼 퍼포먼스형,버튜버,1870.0,3005.6,0.0605309540829111,0.6890291576673866,0.4636069114470841,0.5,0.8531317494600432,0.8623110151187904,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.689, 채널력=0.464, 성장성=0.500, 팬밀도=0.853, 라이브=0.862, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 상승 / 최종점수 +0.000 / shortlist 신규 선정
69,79,UC1fE1LR61f1zJsLRbFZW8VQ,댕동딩,창작·비주얼형,일러스트리깅,2840.0,8298.1,0.0482914082693201,0.6874354209988018,0.4534017278617711,0.8388771891747501,0.7721382289416847,0.4203721168874098,0.99104,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.687, 채널력=0.453, 성장성=0.839, 팬밀도=0.772, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 11단계 하락 / 최종점수 -0.010 / 성장성 +0.000 / shortlist 신규 선정
70,81,UCfErRnESYXp86XRZVNZYK_g,유우양,게임 실황형,발로란트,48900.0,1776.1,0.0417251971618063,0.6868288282350505,0.5434935205183585,0.6067633520877507,0.7197624190064795,0.7267918863667726,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.687, 채널력=0.543, 성장성=0.607, 팬밀도=0.720, 라이브=0.727, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 5단계 하락 / 최종점수 -0.003 / 성장성 +0.000 / shortlist 신규 선정
71,82,UCGVc5JQ4nvwBQVn613AgROA,묘진,음악·보이스형,커버,3250.0,201.2,0.1053545291402731,0.6864018255503573,0.344438444924406,0.5636185915765568,0.9638228941684666,0.738474168723263,1.0,즉시검토,True,즉시검토형,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.686, 채널력=0.344, 성장성=0.564, 팬밀도=0.964, 라이브=0.738, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 하락 / 최종점수 -0.001 / 성장성 +0.000 / shortlist 신규 선정
